Cement,BlastFurnaceSlag,FlyAsh,Water,Superplasticizer,CoarseAggregate,FineAggregate,Age,CompressiveStrength,WaterCementRatio,TotalBinder,WaterBinderRatio,TotalAggregate,FineAggregateRatio,CoarseAggregateRatio,CementRatio,SCM,SCMPercentage,LogAge
380.0,0.0,0.0,228.0,0.0,932.0,670.0,90,52.91,0.6,380.0,0.6,1602.0,0.418227215980025,0.581772784019975,1.0,0.0,0.0,4.51085950651685
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,39.36,1.3753581661891119,349.0,0.5501432664756447,1853.9,0.43524461945088727,0.5647553805491127,0.39999999999999997,209.4,0.6,4.51085950651685
342.0,38.0,0.0,228.0,0.0,932.0,670.0,365,56.14,0.6666666666666666,380.0,0.6,1602.0,0.418227215980025,0.581772784019975,0.9,38.0,0.1,5.902633333401366
380.0,95.0,0.0,228.0,0.0,932.0,594.0,90,40.56,0.6,475.0,0.48,1526.0,0.3892529488859764,0.6107470511140236,0.8,95.0,0.2,4.51085950651685
475.0,0.0,0.0,228.0,0.0,932.0,594.0,180,42.62,0.48,475.0,0.48,1526.0,0.3892529488859764,0.6107470511140236,1.0,0.0,0.0,5.198497031265826
427.5,47.5,0.0,228.0,0.0,932.0,594.0,180,41.84,0.5333333333333333,475.0,0.48,1526.0,0.3892529488859764,0.6107470511140236,0.9,47.5,0.1,5.198497031265826
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28,28.24,1.3753581661891119,349.0,0.5501432664756447,1853.9,0.43524461945088727,0.5647553805491127,0.39999999999999997,209.4,0.6,3.367295829986474
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3,8.06,1.3753581661891119,349.0,0.5501432664756447,1853.9,0.43524461945088727,0.5647553805491127,0.39999999999999997,209.4,0.6,1.3862943611198906
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180,44.21,1.3753581661891119,349.0,0.5501432664756447,1853.9,0.43524461945088727,0.5647553805491127,0.39999999999999997,209.4,0.6,5.198497031265826
380.0,0.0,0.0,228.0,0.0,932.0,670.0,365,52.52,0.6,380.0,0.6,1602.0,0.418227215980025,0.581772784019975,1.0,0.0,0.0,5.902633333401366
380.0,0.0,0.0,228.0,0.0,932.0,670.0,270,53.3,0.6,380.0,0.6,1602.0,0.418227215980025,0.581772784019975,1.0,0.0,0.0,5.602118820879701
380.0,95.0,0.0,228.0,0.0,932.0,594.0,270,41.15,0.6,475.0,0.48,1526.0,0.3892529488859764,0.6107470511140236,0.8,95.0,0.2,5.602118820879701
342.0,38.0,0.0,228.0,0.0,932.0,670.0,180,52.12,0.6666666666666666,380.0,0.6,1602.0,0.418227215980025,0.581772784019975,0.9,38.0,0.1,5.198497031265826
427.5,47.5,0.0,228.0,0.0,932.0,594.0,28,37.43,0.5333333333333333,475.0,0.48,1526.0,0.3892529488859764,0.6107470511140236,0.9,47.5,0.1,3.367295829986474
475.0,0.0,0.0,228.0,0.0,932.0,594.0,7,38.6,0.48,475.0,0.48,1526.0,0.3892529488859764,0.6107470511140236,1.0,0.0,0.0,2.0794415416798357
304.0,76.0,0.0,228.0,0.0,932.0,670.0,365,55.26,0.75,380.0,0.6,1602.0,0.418227215980025,0.581772784019975,0.8,76.0,0.2,5.902633333401366
266.0,114.0,0.0,228.0,0.0,932.0,670.0,365,52.91,0.8571428571428571,380.0,0.6,1602.0,0.418227215980025,0.581772784019975,0.7,114.0,0.3,5.902633333401366
198.6,132.4,0.0,192.0,0.0,978.4,825.5,180,41.72,0.9667673716012085,331.0,0.5800604229607251,1803.9,0.4576196019735018,0.5423803980264981,0.6,132.4,0.4,5.198497031265826
475.0,0.0,0.0,228.0,0.0,932.0,594.0,270,42.13,0.48,475.0,0.48,1526.0,0.3892529488859764,0.6107470511140236,1.0,0.0,0.0,5.602118820879701
190.0,190.0,0.0,228.0,0.0,932.0,670.0,365,53.69,1.2,380.0,0.6,1602.0,0.418227215980025,0.581772784019975,0.5,190.0,0.5,5.902633333401366
237.5,237.5,0.0,228.0,0.0,932.0,594.0,270,38.41,0.96,475.0,0.48,1526.0,0.3892529488859764,0.6107470511140236,0.5,237.5,0.5,5.602118820879701
237.5,237.5,0.0,228.0,0.0,932.0,594.0,28,30.08,0.96,475.0,0.48,1526.0,0.3892529488859764,0.6107470511140236,0.5,237.5,0.5,3.367295829986474
332.5,142.5,0.0,228.0,0.0,932.0,594.0,90,37.72,0.6857142857142857,475.0,0.48,1526.0,0.3892529488859764,0.6107470511140236,0.7,142.5,0.3,4.51085950651685
475.0,0.0,0.0,228.0,0.0,932.0,594.0,90,42.23,0.48,475.0,0.48,1526.0,0.3892529488859764,0.6107470511140236,1.0,0.0,0.0,4.51085950651685
237.5,237.5,0.0,228.0,0.0,932.0,594.0,180,36.25,0.96,475.0,0.48,1526.0,0.3892529488859764,0.6107470511140236,0.5,237.5,0.5,5.198497031265826
342.0,38.0,0.0,228.0,0.0,932.0,670.0,90,50.46,0.6666666666666666,380.0,0.6,1602.0,0.418227215980025,0.581772784019975,0.9,38.0,0.1,4.51085950651685
427.5,47.5,0.0,228.0,0.0,932.0,594.0,365,43.7,0.5333333333333333,475.0,0.48,1526.0,0.3892529488859764,0.6107470511140236,0.9,47.5,0.1,5.902633333401366
237.5,237.5,0.0,228.0,0.0,932.0,594.0,365,39.0,0.96,475.0,0.48,1526.0,0.3892529488859764,0.6107470511140236,0.5,237.5,0.5,5.902633333401366
380.0,0.0,0.0,228.0,0.0,932.0,670.0,180,53.1,0.6,380.0,0.6,1602.0,0.418227215980025,0.581772784019975,1.0,0.0,0.0,5.198497031265826
427.5,47.5,0.0,228.0,0.0,932.0,594.0,90,41.54,0.5333333333333333,475.0,0.48,1526.0,0.3892529488859764,0.6107470511140236,0.9,47.5,0.1,4.51085950651685
427.5,47.5,0.0,228.0,0.0,932.0,594.0,7,35.08,0.5333333333333333,475.0,0.48,1526.0,0.3892529488859764,0.6107470511140236,0.9,47.5,0.1,2.0794415416798357
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3,15.05,0.5501432664756447,349.0,0.5501432664756447,1853.9,0.43524461945088727,0.5647553805491127,1.0,0.0,0.0,1.3862943611198906
380.0,95.0,0.0,228.0,0.0,932.0,594.0,180,40.76,0.6,475.0,0.48,1526.0,0.3892529488859764,0.6107470511140236,0.8,95.0,0.2,5.198497031265826
237.5,237.5,0.0,228.0,0.0,932.0,594.0,7,26.26,0.96,475.0,0.48,1526.0,0.3892529488859764,0.6107470511140236,0.5,237.5,0.5,2.0794415416798357
380.0,95.0,0.0,228.0,0.0,932.0,594.0,7,32.82,0.6,475.0,0.48,1526.0,0.3892529488859764,0.6107470511140236,0.8,95.0,0.2,2.0794415416798357
332.5,142.5,0.0,228.0,0.0,932.0,594.0,180,39.78,0.6857142857142857,475.0,0.48,1526.0,0.3892529488859764,0.6107470511140236,0.7,142.5,0.3,5.198497031265826
190.0,190.0,0.0,228.0,0.0,932.0,670.0,180,46.93,1.2,380.0,0.6,1602.0,0.418227215980025,0.581772784019975,0.5,190.0,0.5,5.198497031265826
237.5,237.5,0.0,228.0,0.0,932.0,594.0,90,33.12,0.96,475.0,0.48,1526.0,0.3892529488859764,0.6107470511140236,0.5,237.5,0.5,4.51085950651685
304.0,76.0,0.0,228.0,0.0,932.0,670.0,90,49.19,0.75,380.0,0.6,1602.0,0.418227215980025,0.581772784019975,0.8,76.0,0.2,4.51085950651685
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7,14.59,1.3753581661891119,349.0,0.5501432664756447,1853.9,0.43524461945088727,0.5647553805491127,0.39999999999999997,209.4,0.6,2.0794415416798357
198.6,132.4,0.0,192.0,0.0,978.4,825.5,7,14.64,0.9667673716012085,331.0,0.5800604229607251,1803.9,0.4576196019735018,0.5423803980264981,0.6,132.4,0.4,2.0794415416798357
475.0,0.0,0.0,228.0,0.0,932.0,594.0,365,41.93,0.48,475.0,0.48,1526.0,0.3892529488859764,0.6107470511140236,1.0,0.0,0.0,5.902633333401366
198.6,132.4,0.0,192.0,0.0,978.4,825.5,3,9.13,0.9667673716012085,331.0,0.5800604229607251,1803.9,0.4576196019735018,0.5423803980264981,0.6,132.4,0.4,1.3862943611198906
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180,50.95,0.75,380.0,0.6,1602.0,0.418227215980025,0.581772784019975,0.8,76.0,0.2,5.198497031265826
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28,33.02,0.6857142857142857,475.0,0.48,1526.0,0.3892529488859764,0.6107470511140236,0.7,142.5,0.3,3.367295829986474
304.0,76.0,0.0,228.0,0.0,932.0,670.0,270,54.38,0.75,380.0,0.6,1602.0,0.418227215980025,0.581772784019975,0.8,76.0,0.2,5.602118820879701
266.0,114.0,0.0,228.0,0.0,932.0,670.0,270,51.73,0.8571428571428571,380.0,0.6,1602.0,0.418227215980025,0.581772784019975,0.7,114.0,0.3,5.602118820879701
310.0,0.0,0.0,192.0,0.0,971.0,850.6,3,9.87,0.6193548387096774,310.0,0.6193548387096774,1821.6,0.4669521299956083,0.5330478700043918,1.0,0.0,0.0,1.3862943611198906
190.0,190.0,0.0,228.0,0.0,932.0,670.0,270,50.66,1.2,380.0,0.6,1602.0,0.418227215980025,0.581772784019975,0.5,190.0,0.5,5.602118820879701
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180,48.7,0.8571428571428571,380.0,0.6,1602.0,0.418227215980025,0.581772784019975,0.7,114.0,0.3,5.198497031265826
342.0,38.0,0.0,228.0,0.0,932.0,670.0,270,55.06,0.6666666666666666,380.0,0.6,1602.0,0.418227215980025,0.581772784019975,0.9,38.0,0.1,5.602118820879701
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360,44.7,1.3753581661891119,349.0,0.5501432664756447,1853.9,0.43524461945088727,0.5647553805491127,0.39999999999999997,209.4,0.6,5.8888779583328805
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7,30.28,0.6857142857142857,475.0,0.48,1526.0,0.3892529488859764,0.6107470511140236,0.7,142.5,0.3,2.0794415416798357
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28,40.86,1.2,380.0,0.6,1602.0,0.418227215980025,0.581772784019975,0.5,190.0,0.5,3.367295829986474
485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28,71.99,0.30103092783505153,485.0,0.30103092783505153,1920.0,0.4166666666666667,0.5833333333333334,1.0,0.0,0.0,3.367295829986474
374.0,189.2,0.0,170.1,10.1,926.1,756.7,3,34.4,0.4548128342245989,563.2,0.3020241477272727,1682.8000000000002,0.4496672212978369,0.550332778702163,0.6640625,189.2,0.33593749999999994,1.3862943611198906
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3,28.8,0.5601659751037344,575.5,0.3049522154648132,1658.7,0.3688430698739977,0.6311569301260024,0.544396177237185,262.2,0.4556038227628149,1.3862943611198906
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.4,0.3611764705882353,531.3,0.2889139845661585,1739.2,0.5100620975160993,0.4899379024839006,0.7999247129681913,106.3,0.2000752870318088,1.3862943611198906
425.0,106.3,0.0,151.4,18.6,936.0,803.7,3,36.3,0.3562352941176471,531.3,0.284961415396198,1739.7,0.4619762027935851,0.5380237972064149,0.7999247129681913,106.3,0.2000752870318088,1.3862943611198906
375.0,93.8,0.0,126.6,23.4,852.1,992.6,3,29.0,0.3376,468.8,0.27005119453924914,1844.7,0.5380820729657939,0.4619179270342061,0.7999146757679181,93.8,0.2000853242320819,1.3862943611198906
475.0,118.8,0.0,181.1,8.9,852.1,781.5,3,37.8,0.3812631578947368,593.8,0.30498484338160997,1633.6,0.4783912830558276,0.5216087169441724,0.7999326372515999,118.8,0.20006736274840015,1.3862943611198906
469.0,117.2,0.0,137.8,32.2,852.1,840.5,3,40.2,0.293816631130064,586.2,0.23507335380416242,1692.6,0.49657331915396435,0.5034266808460357,0.8000682360968951,117.2,0.19993176390310474,1.3862943611198906
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3,28.1,0.40633041688111166,485.70000000000005,0.32509779699402924,1777.8000000000002,0.5206997412532343,0.47930025874676563,0.800082355363393,97.1,0.19991764463660694,1.3862943611198906
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3,41.3,0.26689252776209305,531.3,0.26689252776209305,1745.8000000000002,0.5119143086264176,0.48808569137358226,1.0,0.0,0.0,1.3862943611198906
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3,25.2,0.4883939774153073,531.3,0.2930547713156409,1732.5,0.5081673881673882,0.49183261183261184,0.6000376435159045,212.5,0.39996235648409567,1.3862943611198906
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3,41.1,0.3668491786958686,496.5,0.29687814702920445,1798.9,0.47367835899716493,0.526321641002835,0.809264853977845,94.7,0.19073514602215508,1.3862943611198906
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3,0.4547710976282405,551.6,0.2989485134155185,1700.5,0.4444575124963246,0.5555424875036754,0.6573604060913706,189.0,0.3426395939086294,1.3862943611198906
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3,28.3,0.5678097003398209,606.5,0.30305028854080795,1602.6,0.4117683763883689,0.5882316236116312,0.5337180544105523,282.8,0.4662819455894477,1.3862943611198906
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3,28.6,0.40553359683794465,530.7,0.2899943470887507,1739.3,0.3478410854941643,0.6521589145058356,0.7150932730356133,151.2,0.2849067269643866,1.3862943611198906
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3,24.4,0.505413901501921,487.20000000000005,0.2970032840722495,1808.3000000000002,0.4444505889509484,0.5555494110490515,0.5876436781609196,200.9,0.41235632183908044,1.3862943611198906
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3,39.3,0.42369020501138954,616.0,0.30194805194805197,1592.8,0.44443746860873934,0.5555625313912607,0.7126623376623377,177.0,0.28733766233766234,1.3862943611198906
389.9,189.0,0.0,145.9,22.0,944.7,755.8,3,40.6,0.37419851243908697,578.9,0.25202971152185183,1700.5,0.4444575124963246,0.5555424875036754,0.6735187424425635,189.0,0.3264812575574365,1.3862943611198906
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3,24.1,0.5176087599881622,526.9,0.33194154488517746,1700.5,0.4444575124963246,0.5555424875036754,0.6412981590434618,189.0,0.35870184095653823,1.3862943611198906
374.0,189.2,0.0,170.1,10.1,926.1,756.7,7,46.2,0.4548128342245989,563.2,0.3020241477272727,1682.8000000000002,0.4496672212978369,0.550332778702163,0.6640625,189.2,0.33593749999999994,2.0794415416798357
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,7,42.8,0.5601659751037344,575.5,0.3049522154648132,1658.7,0.3688430698739977,0.6311569301260024,0.544396177237185,262.2,0.4556038227628149,2.0794415416798357
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2,0.3611764705882353,531.3,0.2889139845661585,1739.2,0.5100620975160993,0.4899379024839006,0.7999247129681913,106.3,0.2000752870318088,2.0794415416798357
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7,46.8,0.3562352941176471,531.3,0.284961415396198,1739.7,0.4619762027935851,0.5380237972064149,0.7999247129681913,106.3,0.2000752870318088,2.0794415416798357
375.0,93.8,0.0,126.6,23.4,852.1,992.6,7,45.7,0.3376,468.8,0.27005119453924914,1844.7,0.5380820729657939,0.4619179270342061,0.7999146757679181,93.8,0.2000853242320819,2.0794415416798357
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7,55.6,0.3812631578947368,593.8,0.30498484338160997,1633.6,0.4783912830558276,0.5216087169441724,0.7999326372515999,118.8,0.20006736274840015,2.0794415416798357
469.0,117.2,0.0,137.8,32.2,852.1,840.5,7,54.9,0.293816631130064,586.2,0.23507335380416242,1692.6,0.49657331915396435,0.5034266808460357,0.8000682360968951,117.2,0.19993176390310474,2.0794415416798357
388.6,97.1,0.0,157.9,12.1,852.1,925.7,7,34.9,0.40633041688111166,485.70000000000005,0.32509779699402924,1777.8000000000002,0.5206997412532343,0.47930025874676563,0.800082355363393,97.1,0.19991764463660694,2.0794415416798357
531.3,0.0,0.0,141.8,28.2,852.1,893.7,7,46.9,0.26689252776209305,531.3,0.26689252776209305,1745.8000000000002,0.5119143086264176,0.48808569137358226,1.0,0.0,0.0,2.0794415416798357
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7,33.4,0.4883939774153073,531.3,0.2930547713156409,1732.5,0.5081673881673882,0.49183261183261184,0.6000376435159045,212.5,0.39996235648409567,2.0794415416798357
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7,54.1,0.3668491786958686,496.5,0.29687814702920445,1798.9,0.47367835899716493,0.526321641002835,0.809264853977845,94.7,0.19073514602215508,2.0794415416798357
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,55.9,0.4547710976282405,551.6,0.2989485134155185,1700.5,0.4444575124963246,0.5555424875036754,0.6573604060913706,189.0,0.3426395939086294,2.0794415416798357
323.7,282.8,0.0,183.8,10.3,942.7,659.9,7,49.8,0.5678097003398209,606.5,0.30305028854080795,1602.6,0.4117683763883689,0.5882316236116312,0.5337180544105523,282.8,0.4662819455894477,2.0794415416798357
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7,47.1,0.40553359683794465,530.7,0.2899943470887507,1739.3,0.3478410854941643,0.6521589145058356,0.7150932730356133,151.2,0.2849067269643866,2.0794415416798357
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7,38.0,0.505413901501921,487.20000000000005,0.2970032840722495,1808.3000000000002,0.4444505889509484,0.5555494110490515,0.5876436781609196,200.9,0.41235632183908044,2.0794415416798357
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7,56.1,0.42369020501138954,616.0,0.30194805194805197,1592.8,0.44443746860873934,0.5555625313912607,0.7126623376623377,177.0,0.28733766233766234,2.0794415416798357
389.9,189.0,0.0,145.9,22.0,944.7,755.8,7,59.09,0.37419851243908697,578.9,0.25202971152185183,1700.5,0.4444575124963246,0.5555424875036754,0.6735187424425635,189.0,0.3264812575574365,2.0794415416798357
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7,22.9,0.4547710976282405,551.6,0.2989485134155185,1700.5,0.4444575124963246,0.5555424875036754,0.6573604060913706,189.0,0.3426395939086294,2.0794415416798357
337.9,189.0,0.0,174.9,9.5,944.7,755.8,7,35.1,0.5176087599881622,526.9,0.33194154488517746,1700.5,0.4444575124963246,0.5555424875036754,0.6412981590434618,189.0,0.35870184095653823,2.0794415416798357
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28,61.09,0.4548128342245989,563.2,0.3020241477272727,1682.8000000000002,0.4496672212978369,0.550332778702163,0.6640625,189.2,0.33593749999999994,3.367295829986474
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28,59.8,0.5601659751037344,575.5,0.3049522154648132,1658.7,0.3688430698739977,0.6311569301260024,0.544396177237185,262.2,0.4556038227628149,3.367295829986474
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29,0.3611764705882353,531.3,0.2889139845661585,1739.2,0.5100620975160993,0.4899379024839006,0.7999247129681913,106.3,0.2000752870318088,3.367295829986474
425.0,106.3,0.0,151.4,18.6,936.0,803.7,28,61.8,0.3562352941176471,531.3,0.284961415396198,1739.7,0.4619762027935851,0.5380237972064149,0.7999247129681913,106.3,0.2000752870318088,3.367295829986474
375.0,93.8,0.0,126.6,23.4,852.1,992.6,28,56.7,0.3376,468.8,0.27005119453924914,1844.7,0.5380820729657939,0.4619179270342061,0.7999146757679181,93.8,0.2000853242320819,3.367295829986474
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28,68.3,0.3812631578947368,593.8,0.30498484338160997,1633.6,0.4783912830558276,0.5216087169441724,0.7999326372515999,118.8,0.20006736274840015,3.367295829986474
469.0,117.2,0.0,137.8,32.2,852.1,840.5,28,66.9,0.293816631130064,586.2,0.23507335380416242,1692.6,0.49657331915396435,0.5034266808460357,0.8000682360968951,117.2,0.19993176390310474,3.367295829986474
388.6,97.1,0.0,157.9,12.1,852.1,925.7,28,50.7,0.40633041688111166,485.70000000000005,0.32509779699402924,1777.8000000000002,0.5206997412532343,0.47930025874676563,0.800082355363393,97.1,0.19991764463660694,3.367295829986474
531.3,0.0,0.0,141.8,28.2,852.1,893.7,28,56.4,0.26689252776209305,531.3,0.26689252776209305,1745.8000000000002,0.5119143086264176,0.48808569137358226,1.0,0.0,0.0,3.367295829986474
318.8,212.5,0.0,155.7,14.3,852.1,880.4,28,55.5,0.4883939774153073,531.3,0.2930547713156409,1732.5,0.5081673881673882,0.49183261183261184,0.6000376435159045,212.5,0.39996235648409567,3.367295829986474
401.8,94.7,0.0,147.4,11.4,946.8,852.1,28,68.5,0.3668491786958686,496.5,0.29687814702920445,1798.9,0.47367835899716493,0.526321641002835,0.809264853977845,94.7,0.19073514602215508,3.367295829986474
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3,0.4547710976282405,551.6,0.2989485134155185,1700.5,0.4444575124963246,0.5555424875036754,0.6573604060913706,189.0,0.3426395939086294,3.367295829986474
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28,74.7,0.5678097003398209,606.5,0.30305028854080795,1602.6,0.4117683763883689,0.5882316236116312,0.5337180544105523,282.8,0.4662819455894477,3.367295829986474
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28,52.2,0.40553359683794465,530.7,0.2899943470887507,1739.3,0.3478410854941643,0.6521589145058356,0.7150932730356133,151.2,0.2849067269643866,3.367295829986474
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28,67.7,0.505413901501921,487.20000000000005,0.2970032840722495,1808.3000000000002,0.4444505889509484,0.5555494110490515,0.5876436781609196,200.9,0.41235632183908044,3.367295829986474
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28,66.0,0.42369020501138954,616.0,0.30194805194805197,1592.8,0.44443746860873934,0.5555625313912607,0.7126623376623377,177.0,0.28733766233766234,3.367295829986474
389.9,189.0,0.0,145.9,22.0,944.7,755.8,28,74.5,0.37419851243908697,578.9,0.25202971152185183,1700.5,0.4444575124963246,0.5555424875036754,0.6735187424425635,189.0,0.3264812575574365,3.367295829986474
337.9,189.0,0.0,174.9,9.5,944.7,755.8,28,49.9,0.5176087599881622,526.9,0.33194154488517746,1700.5,0.4444575124963246,0.5555424875036754,0.6412981590434618,189.0,0.35870184095653823,3.367295829986474
374.0,189.2,0.0,170.1,10.1,926.1,756.7,56,63.4,0.4548128342245989,563.2,0.3020241477272727,1682.8000000000002,0.4496672212978369,0.550332778702163,0.6640625,189.2,0.33593749999999994,4.04305126783455
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56,64.9,0.5601659751037344,575.5,0.3049522154648132,1658.7,0.3688430698739977,0.6311569301260024,0.544396177237185,262.2,0.4556038227628149,4.04305126783455
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,64.3,0.3611764705882353,531.3,0.2889139845661585,1739.2,0.5100620975160993,0.4899379024839006,0.7999247129681913,106.3,0.2000752870318088,4.04305126783455
425.0,106.3,0.0,151.4,18.6,936.0,803.7,56,64.9,0.3562352941176471,531.3,0.284961415396198,1739.7,0.4619762027935851,0.5380237972064149,0.7999247129681913,106.3,0.2000752870318088,4.04305126783455
375.0,93.8,0.0,126.6,23.4,852.1,992.6,56,60.2,0.3376,468.8,0.27005119453924914,1844.7,0.5380820729657939,0.4619179270342061,0.7999146757679181,93.8,0.2000853242320819,4.04305126783455
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56,72.3,0.3812631578947368,593.8,0.30498484338160997,1633.6,0.4783912830558276,0.5216087169441724,0.7999326372515999,118.8,0.20006736274840015,4.04305126783455
469.0,117.2,0.0,137.8,32.2,852.1,840.5,56,69.3,0.293816631130064,586.2,0.23507335380416242,1692.6,0.49657331915396435,0.5034266808460357,0.8000682360968951,117.2,0.19993176390310474,4.04305126783455
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56,55.2,0.40633041688111166,485.70000000000005,0.32509779699402924,1777.8000000000002,0.5206997412532343,0.47930025874676563,0.800082355363393,97.1,0.19991764463660694,4.04305126783455
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56,58.8,0.26689252776209305,531.3,0.26689252776209305,1745.8000000000002,0.5119143086264176,0.48808569137358226,1.0,0.0,0.0,4.04305126783455
318.8,212.5,0.0,155.7,14.3,852.1,880.4,56,66.1,0.4883939774153073,531.3,0.2930547713156409,1732.5,0.5081673881673882,0.49183261183261184,0.6000376435159045,212.5,0.39996235648409567,4.04305126783455
